text,count,percentage
Linux,71,28.51
Windows,56,22.49
Ubuntu,19,7.63
MacOS,18,7.23
macOS,17,6.83
Mac,10,4.02
Debian,9,3.61
Unix,6,2.41
OSX,6,2.41
MacOSX,5,2.01
Mac OS X,4,1.61
iOS,2,0.8
Android,2,0.8
Windows 10,2,0.8
Win,2,0.8
linux,2,0.8
macOSX,1,0.4
Mac Os X,1,0.4
ubuntu,1,0.4
WSL2,1,0.4
Mac OS,1,0.4
CentOS,1,0.4
Fedora,1,0.4
Mac OSX,1,0.4
RHEL,1,0.4
centos,1,0.4
Microsoft Windows 10,1,0.4
NEC Aurora,1,0.4
Cray CLE,1,0.4
Apple Mac,1,0.4
Windows XP,1,0.4
Windows 7,1,0.4
OS X,1,0.4
GNU,1,0.4
