text,count,percentage
https://packaging.python.org/guides/installing-using-pip-and-virtual-environments/,1,0.36
https://www.fatiando.org/pooch/latest/,1,0.36
https://pip.pypa.io/en/stable/getting-started/#install-a-package-from-github,1,0.36
https://www.boost.org/,1,0.36
http://www.doxygen.org/,1,0.36
https://github.com/FairRootGroup/FairCMakeModules,1,0.36
https://asyncssh.readthedocs.io/en/latest/,1,0.36
https://pypi.org/project/vantage6-client,1,0.36
https://docs.conda.io/en/latest/miniconda.html,1,0.36
https://www.python.org/downloads/,1,0.36
http://www.netlib.org/lapack/,1,0.36
https://docs.scipy.org/doc/scipy/reference/,1,0.36
https://github.com/fastscape-lem/fastscape,1,0.36
https://github.com/fastscape-lem/orographic-precipitation,1,0.36
https://toytree.readthedocs.io/en/latest/index.html,1,0.36
https://docs.pytest.org/en/latest/,1,0.36
https://github.com/Z3Prover/z3#z3,1,0.36
http://www.philipp.ruemmer.org/princess.shtml,1,0.36
https://cvc4.github.io/,1,0.36
https://cvc5.github.io/,1,0.36
https://code.visualstudio.com/,1,0.36
http://mypy-lang.org/,1,0.36
https://www.mkdocs.org/,1,0.36
https://squidfunk.github.io/mkdocs-material/,1,0.36
https://github.com/jimporter/mike,1,0.36
https://pypi.org/project/bump2version/,1,0.36
https://docs.python.org/3/library/venv.html,1,0.36
https://conda.io/projects/conda/en/latest/user-guide/tasks/manage-environments.html,1,0.36
https://github.com/felixpatzelt/colorednoise,1,0.36
https://posit.co/download/rstudio-desktop/,1,0.36
https://tree-sitter.github.io/tree-sitter/,1,0.36
https://juliapy.github.io/PythonCall.jl/stable/juliacall/,1,0.36
https://doc.sagemath.org/html/en/installation/index.html,1,0.36
https://github.com/FairRootGroup/FairLogger,1,0.36
https://www.npmjs.com/package/http-server,1,0.36
https://packaging.python.org/en/latest/guides/installing-using-pip-and-virtual-environments/,1,0.36
http://www.erlang.org,1,0.36
https://virtualenv.pypa.io,1,0.36
https://cvxr.com/cvx/,1,0.36
https://www.mosek.com/,1,0.36
https://www.mathworks.com/products/signal.html,1,0.36
https://www.mathworks.com/products/audio.html,1,0.36
http://nunaliit.org/,1,0.36
https://www.rust-lang.org/,1,0.36
https://www.swi-prolog.org,1,0.36
https://www.python.org,1,0.36
https://spacy.io/models/en,1,0.36
https://www.nltk.org,1,0.36
https://github.com/basho/cuttlefish,1,0.36
https://docs.pytest.org/en/6.2.x/,1,0.36
https://brew.sh/,1,0.36
https://prettier.io,1,0.36
https://ladle.dev/,1,0.36
https://github.com/pyenv/pyenv,1,0.36
https://docs.docker.com/compose/install/,1,0.36
https://proofgeneral.github.io/,1,0.36
https://github.com/google/pytype,1,0.36
https://pre-commit.com/,1,0.36
https://github.com/biolab/orange3,1,0.36
https://orangedatamining.com/,1,0.36
https://osxdaily.com/2020/12/04/how-install-rosetta-2-apple-silicon-mac/,1,0.36
https://git-annex.branchable.com/install,1,0.36
https://packer.io,1,0.36
https://www.virtualbox.org/,1,0.36
https://www.vagrantup.com,1,0.36
https://dev.mysql.com/doc/connector-python/en/connector-python-installation-source.html,1,0.36
https://www.anaconda.com/,1,0.36
